geom,value
POINT(-98.239489059518 29.2758497302781),328832.92542522348
POINT(-97.0136575258158 32.7330986529689),317424.138135603
POINT(-98.5250474528561 33.9579320699119),230934.04987528172
POINT(-96.9447061147894 33.1222339046833),487886.6551148814
POINT(-95.8350806421811 32.9141015259309),309002.0264226846
POINT(-97.1175119403615 33.2003432121996),499338.946242563
POINT(-95.4206083302806 29.1777811885449),226938.45636391212
POINT(-97.0301645204479 33.1372762248738),710975.28628459468
POINT(-99.2122659409507 33.1917554144761),259168.06302046156
POINT(-99.5701107611381 29.3024099424866),197403.06019133676
POINT(-96.9833320687767 32.8279190208869),222026.67615783148
POINT(-95.5794638733859 30.193156709875),979325.268485979
POINT(-96.8862475378469 33.210087145921),742199.62124836748
POINT(-102.389282976923 31.944704679649),557146.20347654028
POINT(-96.6452304938838 32.9144210252245),281517.20819471916
POINT(-94.8189196307177 29.2814202222234),132955.71791752396
POINT(-97.8591020559626 29.9853887087663),564486.46426635468
POINT(-96.8154645154524 33.083553203488),378863.247300371
POINT(-97.96801002875 30.3497334110263),667495.071866619
POINT(-98.1422728602144 26.2004959014964),181396.21266835276
POINT(-96.3658596326745 30.695537988964),184202.6552324862
POINT(-95.5063664898658 29.7341456531722),750907.22523829388
POINT(-95.8965013025467 32.3627797028924),417773.776455299
POINT(-95.4714228700994 30.2762541165209),363083.76811137836
POINT(-98.569906718605 29.0202069638001),258955.09246941292
POINT(-96.9070786437733 33.7052670195785),497508.84301633644
POINT(-97.3784693630444 32.6339992259765),181590.31374076012
POINT(-95.6261740132734 29.6342564226182),709469.92849022732
POINT(-96.4662546066998 33.6752151496081),270270.70681466284
POINT(-97.3422177896705 32.8058060066995),302090.63864305068
POINT(-98.5008849988677 29.4658672995588),284285.960347171
POINT(-98.2837488419916 29.5862911787753),614644.71398729132
POINT(-95.933546729278 29.3685865973404),329849.55794897996
POINT(-96.3051093625134 32.5889455268155),130248.05588048972
POINT(-98.1549511546308 26.2926787310014),138580.92839836748
POINT(-96.7805309963002 32.8347412120565),468660.39365325548
POINT(-101.975169283627 35.8531314184111),150128.08611531148
POINT(-95.2826997344669 31.9690839440036),202901.43842591756
POINT(-95.5628601460605 30.3404936243588),397514.98071759532
POINT(-95.6328330169078 29.6503416324111),545202.44254030508
POINT(-96.6895001776209 32.8586606238621),401204.02742098604
POINT(-96.7306277808046 32.8909251864882),228138.966848843
POINT(-97.7079015406246 32.7549962282549),369328.34991436108
POINT(-97.6761637286913 30.3058775954615),244939.6685759486
POINT(-98.9162735801079 29.9730474723623),379509.285328179
POINT(-95.5888364425072 29.7422428142269),590243.99612231308
POINT(-105.725651814276 31.5135484958227),145037.8505728782
POINT(-95.4124108874701 29.704981157983),513672.53044098348
POINT(-95.3528785039977 29.5337084435394),528433.99571232044
POINT(-101.90989351371 35.1014623438519),381113.58980986156
POINT(-95.5904857499726 29.6707223015144),258725.53223187404
POINT(-97.2957601033196 32.5047834349259),368777.20282863884
POINT(-106.52085588346 31.8556139658322),716505.48123340716
POINT(-97.7886536592547 32.8446265843282),625251.9092538734
POINT(-96.4331083548729 32.8989281921472),583134.8035918494
POINT(-97.3654894248305 32.5666486828691),540652.4761130478
POINT(-96.9062312251189 33.2305666806052),580933.622877131
POINT(-94.0841237790066 33.4212825900809),144100.35515953644
POINT(-95.9637455592152 28.9517172389777),257017.3673039102
POINT(-96.5590908156557 32.6860210729044),206430.88379769324
POINT(-95.2486118466615 32.1959767119678),598879.9827059966
POINT(-97.2454864317353 32.7429683978446),209378.69537675404
POINT(-94.7736085219528 29.320167411404),403637.86350635148
POINT(-97.4300533596369 27.7345400705893),245787.66326073484
POINT(-96.4654086424415 33.0639733325559),398839.84236502828
POINT(-95.0384491487721 31.3079116176111),331240.87482761004
POINT(-98.7989872492033 29.4367394745515),581901.84092751308
POINT(-98.5300016881333 29.6047220288209),978614.33018422732
POINT(-97.7175431104193 30.2868857242909),507891.44545873004
POINT(-106.339592316642 31.7617782767324),132069.627140875
POINT(-95.3839880413521 29.7969221661451),306821.29741066316
POINT(-95.4461722505439 29.9498757893368),219963.5228401022
POINT(-99.3082410012803 28.2067632802893),366701.79592557612
POINT(-100.397776691214 28.642141460556),164938.289746627
POINT(-95.4531107284205 29.7145563207728),647149.15458864172
POINT(-95.5053990318933 29.7950148695002),1457678.9914655646
POINT(-96.5492601379868 33.0232359300498),650331.8475590318
POINT(-95.5220327866699 29.7931540418061),219899.33286230732
POINT(-96.0437658818544 30.3490996778323),289026.1780847038
POINT(-97.3776802614164 32.6314482611155),256372.37999960428
POINT(-96.5881219763505 32.8822474899345),507705.92851892236
POINT(-98.8959903766196 29.5534903838055),492585.620179555
POINT(-97.0680577342704 32.558188466747),526508.228377187
POINT(-97.5475634605074 30.528812167794),375435.67336351052
POINT(-95.5919465516986 29.9033142884323),277354.472518195
POINT(-97.8137099389774 29.9956014375743),331283.4382808574
POINT(-94.4419449408434 33.4452969871792),339220.31623893644
POINT(-98.5971879708162 29.5039933229786),571789.243771419
POINT(-98.5733994966472 29.4494508049123),185167.19342348588
POINT(-97.7793418730344 30.1717627561937),274230.71639494604
POINT(-97.7695165141289 30.4513146225105),331576.28708955052
POINT(-97.1284857699203 32.0147949796224),218583.31369038764
POINT(-96.96001612583 33.1143842809606),636695.76214700972
POINT(-98.5713028625151 29.3573368359762),119595.32390081452
POINT(-98.8792861586809 33.8725470647315),347314.195255691
POINT(-98.0455610155657 29.5133876552682),336504.904835467
POINT(-97.011926226155 33.0296028233509),337430.46891158092
POINT(-96.7879637965443 32.8027175094358),117178.97480581356
POINT(-96.699137417132 32.9867609374316),767361.63991635852
POINT(-95.572492971929 29.6893131258855),153249.76902354124
POINT(-98.3057485398767 26.2899894678471),169290.70596363468
POINT(-97.9014822972363 30.4453941642632),1052245.6810158782
POINT(-95.7970540056512 29.5524667199997),262983.394326803
POINT(-95.4204862456137 29.767729655318),1161277.2962023886
POINT(-97.7776658009826 30.1131430361784),447055.480510691
POINT(-95.7333213472491 29.7721967833793),680529.150761187
POINT(-97.7235469404002 30.3342576087556),284243.282649291
POINT(-97.1680735963232 32.6497899330766),463784.26833454572
POINT(-94.916744725812 33.0668920605527),266502.66664633836
POINT(-97.2060924671661 32.8449953056849),231744.44047066604
POINT(-96.7830697344101 32.99024736084),719061.65053201548
POINT(-97.1452554633571 32.832226979069),362789.38306564908
POINT(-95.4794980401249 30.1697599427737),1076969.7329710366
POINT(-94.9509789688254 29.7407762336124),332153.79249637836
POINT(-95.596363878192 29.8599058579538),925517.91175655532
POINT(-96.5883209305484 33.0201374744944),860944.63885598828
POINT(-95.50020153288 29.7660771591312),1112854.256144467
POINT(-95.3937123845565 29.9658462000483),137008.360724539
POINT(-95.6293728105787 29.6707172328341),407972.9396138094
POINT(-95.5438698392252 29.6895175328106),190723.12539577068
POINT(-94.9634614058374 33.0161244297049),276411.40738349804
POINT(-101.823852445853 35.2507788796461),167585.91718390508
POINT(-96.9986190112869 32.5598281102544),586980.898263003
POINT(-98.6155350113076 28.2703112179366),457267.72088719404
POINT(-95.569335715891 32.7014800990256),411796.32014526508
POINT(-95.1038869146826 29.3379541397629),418321.996382123
POINT(-106.305603198556 31.7062226290063),153968.25145431404
POINT(-98.0787281662523 29.6568073242915),300903.99307795468
POINT(-96.7150329223354 32.8992729310334),251567.812685667
POINT(-96.7452175090596 33.1592977420882),1284335.7899135454
POINT(-100.459017970786 28.7261178958322),345432.66785813164
POINT(-95.8210437076265 29.8070560451857),481268.31625498604
POINT(-99.7970534280558 32.3634317576679),408408.016510771
POINT(-96.6844699246477 33.1037138131198),417124.93004182476
POINT(-95.4690489060686 30.3320086351646),360370.57050661836
POINT(-98.5630481562319 29.5282504896692),153753.08736391788
POINT(-97.7544403761928 32.2357578849806),366891.19659071404
POINT(-95.3898206516125 30.2404874813672),284972.65189091244
POINT(-96.8586790442086 32.72434986659),149232.507115147
POINT(-98.4093611552041 29.5143791467706),195943.00221012876
POINT(-96.7342496034347 33.0562297219538),658947.60687388876
POINT(-96.9650746281296 33.1976531331213),565236.74754960556
POINT(-95.4717039142047 29.6314985210791),357770.813224419
POINT(-97.7346774747251 30.2244825324161),228998.50799508652
POINT(-106.309168246184 31.7975426880312),372770.86848937132
POINT(-101.942072438706 33.5707691497454),156887.65887095628
POINT(-97.9807251682395 30.185935548455),783157.54141983564
POINT(-102.269998176261 33.1513720796294),439850.16138635756
POINT(-98.2573094231034 26.2623309383928),194573.46410541196
POINT(-95.7802306512939 29.3849489724084),469177.115891099
POINT(-100.470919037665 31.4800457166917),358089.72255307564
POINT(-95.477605871888 30.4667092277867),281087.48032157484
POINT(-95.4488882997978 29.5411959242105),821093.67526770476
POINT(-97.855559882745 28.0833004656258),329488.1867171374
POINT(-97.8638612728451 30.1595895548863),795066.555094355
POINT(-95.4871600340615 30.1793836610166),1004496.7041700942
POINT(-98.6140315263457 29.5166837283985),354974.910655779
POINT(-94.6867606453462 32.5443090259382),585098.42747578444
POINT(-101.947513204011 33.5908432896155),258164.6498579054
POINT(-95.6474286254267 29.8876632070114),884065.6517485166
POINT(-98.6156317814318 29.3602218498676),166102.24325603052
POINT(-98.6209848522103 29.5309460057076),567153.19756891532
POINT(-96.7412033836742 33.1907165714035),560783.815681243
POINT(-96.7040704589728 33.1802340208302),889486.14866773388
POINT(-94.8744760251258 29.8095918941547),533563.29402301484
POINT(-95.233338966605 29.6305289875003),164395.11627655532
POINT(-96.7068281092641 32.911050030368),159565.02494103916
POINT(-95.5748870844133 30.1879399213352),1137499.0292045246
POINT(-95.0045833271662 29.5163752484306),313426.078123131
POINT(-96.4951212055491 33.1723873092089),322353.530573947
POINT(-98.1724840762084 30.0340433724839),305837.61023874732
POINT(-98.8264360490013 29.3009306980917),409844.1403304686
POINT(-95.1380811206231 30.0907235798684),623451.18326408172
POINT(-96.4672463463926 32.0772759068571),293377.20223256876
POINT(-96.2252369411344 33.1423091113958),573905.848331243
POINT(-98.6417277966466 29.4853625624242),520871.12244471756
POINT(-97.5532268378885 30.2363450362763),352927.118930923
POINT(-96.9712041870578 32.669743661659),289944.66855177132
POINT(-96.7934003353845 33.2523882872411),851615.098581923
POINT(-95.4033542999795 30.1427019693389),575563.6836267102
POINT(-97.6795442772329 30.3190703610911),405926.44511001516
POINT(-97.2822591182384 32.8256478944838),415391.79054594284
POINT(-97.4190767067479 32.6884702712326),614626.3444374142
POINT(-96.097687729059 29.306749019899),302679.5201393278
POINT(-95.547664736459 29.688019766663),182139.18249275276
POINT(-95.3459989738478 28.9434541056626),122909.73319751212
POINT(-106.597490014379 31.9169621597978),187187.93124707532
POINT(-103.039072848258 34.3849528800546),343877.99318133964
POINT(-96.8077984092154 32.4529094006336),446215.75312194764
POINT(-97.2136710951485 32.8875571102665),549177.96158799052
POINT(-98.6944768301972 26.4023124939628),175804.09830377996
POINT(-95.3755713159059 30.1031452390897),763906.17479678476
POINT(-97.081907437612 28.8963392097179),573992.33570671116
POINT(-97.7582292068589 30.150278971424),445372.767990523
POINT(-97.6992488147149 30.8527829894585),336728.210459387
POINT(-95.6408082117432 29.7731254572645),921920.89836363948
POINT(-95.2122184102499 29.5526507607303),946833.4847388654
POINT(-95.5752923200819 29.5273651935726),730043.90813126124
POINT(-96.8796986530785 33.0122924454047),589672.29087354348
POINT(-95.5745713407779 29.9226455985684),485857.10276109452
POINT(-96.8627102002163 32.982839921328),355479.03496567596
POINT(-95.6381742305846 29.6677981270596),371306.5680853278
POINT(-97.2357387633015 32.8322333598528),411973.83802781452
POINT(-95.7018200207071 29.8603280846362),400220.95324452268
POINT(-97.1748762226692 32.7711117883873),149585.4274577038
POINT(-95.4772076638707 30.0346312295173),371648.4155167134
POINT(-97.2769766790466 32.8636611523017),564828.210463147
POINT(-106.347750414323 31.7827749109304),201166.22520272588
POINT(-100.401239443041 32.4837570959534),544111.54931694956
POINT(-106.457035393042 31.8438530641348),373647.42918012268
POINT(-95.1383752278929 29.5512542907473),329407.03555793932
POINT(-93.7446488408667 30.2585307034559),242755.81589834412
POINT(-96.8164477847793 33.1158381822036),626784.72023222956
POINT(-101.965595454982 35.848385043736),239210.02546485228
POINT(-97.9219765748812 30.5834348557172),826504.5170244606
POINT(-99.7407327242846 32.4862935361189),175211.82700450433
POINT(-95.0388713259359 29.4699098669066),357213.01394904673
POINT(-95.3043371038653 29.7793137517577),196884.90278950497
POINT(-96.6193163961299 32.7473547907303),212516.64614815329
POINT(-95.5445384385552 30.1197113294591),786010.63374790177
POINT(-95.298773394449 32.3493535542894),162663.73666862273
POINT(-98.542907357755 29.5068285263773),248803.54548755297
POINT(-95.4755681344655 29.7021020450807),156299.78357553313
POINT(-97.1457135864114 33.637281376814),207294.50982316193
POINT(-100.496473482671 32.5230956034104),287273.25688191137
POINT(-95.5053883828476 29.6436566200827),152909.13588457281
POINT(-96.8391761681716 33.0130110678805),329117.87794689857
POINT(-96.9980267924288 28.8935776109449),382572.24239492929
POINT(-96.5021574867689 33.1903917707096),250826.61865796385
POINT(-97.3557237871345 32.6564048407148),246097.26782130625
POINT(-100.511329138435 31.3842814256497),304412.94876330433
POINT(-97.6861955444788 30.2327160068204),298310.95357286849
POINT(-96.8717245110065 32.7206489929163),191244.96088965217
POINT(-93.9963096840962 29.9759183586706),285070.83574564609
POINT(-100.086855186858 28.9416923798197),170020.17769118433
POINT(-102.004456582843 36.0317303230604),248090.10859364737
POINT(-98.6064941349414 29.3418721781278),211372.09259214881
POINT(-96.8207381067174 33.6689029913224),396389.42869211169
POINT(-95.5506436795163 29.7460114482722),846134.03471806145
POINT(-98.3745130511997 29.4930807097938),335969.14170918241
POINT(-95.4594980871771 30.197311067145),495398.88759933953
POINT(-97.8989636571514 30.2256342176364),764725.62702897121
POINT(-98.428122753176 29.4410010258309),169410.74133927553
POINT(-97.184369391395 33.3555140370476),254055.17515441793
POINT(-95.6071777634045 29.5843295415744),544348.89924355713
POINT(-97.1217054348547 32.7188863836675),330226.44836242369
POINT(-97.7911677609275 31.1228658034467),173483.53426052033
POINT(-98.4690875686801 29.3676166194714),213408.41583694785
POINT(-99.7841002726873 32.4420105835131),321286.11004009057
POINT(-95.7930200485746 29.553769353179),243984.13234340097
POINT(-97.884609295617 30.2164818018902),854126.69130432769
POINT(-97.6935022866599 30.3284222416051),201461.06210006945
POINT(-106.341403478458 31.794243546053),249472.25992313729
POINT(-96.9936666146568 28.8475756770417),339217.29875857953
POINT(-98.511824308239 29.4609985244918),261634.68761993761
POINT(-95.3979175316936 29.685988403003),179963.57026460193
POINT(-98.4559774762575 29.6180733887344),527980.72682072257
POINT(-98.515362306831 33.8637200919258),204331.41243166561
POINT(-96.8226914666516 33.0667922156869),453713.30711475713
POINT(-101.708387157521 35.142233455125),525767.81812214945
POINT(-95.6358313693864 29.8507446795091),450757.10957257537
POINT(-97.6790270388509 30.4149432025173),460367.86201137281
POINT(-96.8763151867997 33.0620564581056),563419.63605414017
POINT(-95.4766735528373 29.7216782005997),138983.12610449185
POINT(-96.5486869844674 33.6696595427556),390361.63567390433
POINT(-102.772920957255 33.7428626485205),269838.16204947169
POINT(-95.9879717387817 32.1662736133463),226229.27607580033
POINT(-97.2226119761989 32.753084830278),262818.46508606145
POINT(-102.48971206103 36.0612567343908),290087.81671805633
POINT(-95.5645322611083 29.5235320639035),749964.37661151937
POINT(-98.6528111948824 29.478526064747),134786.08103342081
POINT(-98.2891419062275 26.2860721828923),194022.61066249889
POINT(-95.4094346326444 29.7092078560958),622009.72297080129
POINT(-101.837798115263 35.1967852511627),191266.30953356609
POINT(-97.4258403786316 32.648926679725),233502.55589549025
POINT(-102.363586987921 31.8972147557129),399536.87777114753
POINT(-106.300887997382 31.6661036075715),163193.77151810177
POINT(-101.893800282036 33.6075926279695),120434.98865619233
POINT(-98.6117420032548 29.5665550490536),255939.14045354273
POINT(-98.4808975423002 29.5629748344856),430232.64563589409
POINT(-97.1942385024402 32.876834757988),536845.78564483009
POINT(-95.3123553061008 29.6761841231),241592.48057018305
POINT(-95.4849639659317 29.7230321891681),170741.22612282625
POINT(-95.2167818587438 29.6979051615671),186254.91239871041
POINT(-95.7966772145397 30.2987635658883),401978.81454967009
POINT(-96.7585507008962 33.0764355203746),748140.98271254753
POINT(-98.6508624045757 29.3723567795446),334130.90710190305
POINT(-98.5905243270875 29.4712819130977),246142.60427857089
POINT(-97.3450906291162 32.7109393595433),344329.45504605025
POINT(-95.6607125731687 29.7196671354031),318376.15936692385
POINT(-96.9907894423935 33.0007958091112),390204.65774821537
POINT(-95.4848586697273 29.7133305119559),158707.04038803265
POINT(-97.3287751056231 32.6802558417218),242205.94587998017
POINT(-97.4068673596618 27.6681215429697),414742.55640500033
POINT(-97.2327613522514 31.6523346629688),331011.23858296289
POINT(-95.2991364234159 32.3186373231321),236624.27657790593
POINT(-95.0367586295636 29.5773474982869),254793.33052136225
POINT(-95.4617214344855 30.166727849657),651177.34037535521
POINT(-99.0435519933124 31.8535517653961),184394.12313010625
POINT(-97.6933642269894 30.4242734979523),373570.06316882017
POINT(-98.6582298602967 29.4480865658388),390657.49008266657
POINT(-96.2410282961267 32.8525097409636),459430.58606650785
POINT(-97.2839254283622 32.6836389071244),222018.91555571105
POINT(-96.6338171999164 32.7468567278301),250967.32191572705
POINT(-106.215829113669 31.7635080203372),289343.32590179041
POINT(-98.7066036600066 29.4046412717216),635713.82980172161
POINT(-95.4874363230184 30.0824152825287),415527.34117212193
POINT(-97.0895677417501 31.4189814972837),320183.24257747969
POINT(-97.5314633749308 30.3568485208273),481551.37933200033
POINT(-95.6128138229133 29.8676042745716),395961.35882476193
POINT(-95.4447461366022 29.0285873084486),439613.98572534433
POINT(-96.6062516922415 32.8184743553513),414854.59325493569
POINT(-97.4590312311662 27.7362671139615),282992.98675038177
POINT(-94.9809369364515 29.4770041102184),389580.82085940865
POINT(-97.3130729790251 32.3066720588241),601914.82363395009
POINT(-95.2794375598936 29.7096202111192),269709.26236657921
POINT(-97.4658277235148 25.9777883910342),265196.84171524353
POINT(-97.3190725208218 30.7627220719767),417966.82773653761
POINT(-97.7587333428582 30.2766739969591),514072.96382748929
POINT(-95.1371206256459 29.4965427373152),458792.57356306689
POINT(-97.5808594327521 33.0859890886599),370635.96208035393
POINT(-98.4703323774181 29.5705791370087),589819.36633797153
POINT(-106.269717512811 31.7766735582717),337091.43754319713
POINT(-96.6027087889424 32.8478834560367),291202.98232053249
POINT(-101.197895499445 36.19496658983),278594.77786885633
POINT(-96.8914481284138 32.9451148360642),136922.08207492257
POINT(-95.5895326266992 32.8049110466772),268322.01675268577
POINT(-95.4891159378591 29.7140275709367),176204.19279028705
POINT(-96.0035436005665 33.7840189865484),424973.86638022785
POINT(-95.414999855809 30.0653503244974),719209.20726376225
POINT(-97.4504360650994 25.8834534902506),186298.41085714209
POINT(-96.7318121651807 32.8985250279104),496941.83159831649
POINT(-96.8231702629103 33.0617789208702),996880.38116064353
POINT(-95.3268797822012 29.8131570163109),144549.32978881281
POINT(-97.7966850909546 30.1297305393248),524086.96009839361
POINT(-98.1513632692282 27.2048517401587),260940.36332046753
POINT(-95.2414297496296 29.6729907476617),275155.65550475969
POINT(-96.8877424723589 30.2031209277568),293062.53329029825
POINT(-97.6252889384186 30.4172935688438),413840.82370531681
POINT(-102.266543052143 33.1760440579156),191917.22591373313
POINT(-99.1552196641581 30.057629664906),390149.51085448865
POINT(-100.911916682313 32.7375245146938),249284.40432389089
POINT(-98.5715122747222 33.8196988239099),442609.73831916513
POINT(-95.750947423135 31.7912044918889),243315.18930553825
POINT(-102.482048108322 33.5020150461499),249996.17810987297
POINT(-96.6233151527913 32.9294162587895),243316.32940366113
POINT(-95.3667136456248 29.8681138398781),252866.10860642241
POINT(-97.7502188684244 30.3689329161877),464947.32932253281
POINT(-95.7509133430629 30.0046151628765),879786.30752099585
POINT(-97.349662074343 32.6410107255695),271075.26141610561
POINT(-98.3166470178858 29.4964855209822),347430.64199703105
POINT(-95.432199387943 30.3083709477322),224271.73833247297
POINT(-94.8426032692046 29.2639199190477),709143.02284765057
POINT(-95.5991856311779 29.9722635709292),361491.70049038209
POINT(-97.0966388351711 33.5937405272767),477163.30530289537
POINT(-95.5278161597118 29.8144587679078),389019.67890009633
POINT(-94.7423340684535 33.2175176042899),269742.75993611809
POINT(-97.3300847124952 32.8776173217074),499324.92959655105
POINT(-96.6190976327465 32.794235574431),273755.77973433537
POINT(-95.0138968780223 29.7803546788977),171303.58357857761
POINT(-97.5134037709767 32.8947046249144),452805.14185325697
POINT(-95.5247232415847 29.6166801388231),285091.33124152449
POINT(-98.5023797412848 29.556870052076),200634.57508459297
POINT(-96.8414086452171 33.0447665868605),567347.64932055841
POINT(-95.3207041401071 29.7328476943526),197560.33657406241
POINT(-95.6336254115696 29.6910215162704),159906.84369085217
POINT(-96.5956805940723 33.6050981055543),237090.25443538689
POINT(-95.6064222286972 29.6819310041592),359803.95353868033
POINT(-95.2026380078452 29.85069666761),313372.50368724385
POINT(-97.6944200297081 30.3444360974672),320994.73504127713
POINT(-97.7825037381512 30.1879236019413),388435.38982399681
POINT(-97.1909196582685 32.8727631446118),599212.98379951809
POINT(-96.132801975353 32.3095575929059),243880.83232384353
POINT(-97.4158509183142 32.6296665298007),325142.92373222049
POINT(-97.7329081532874 31.1235959525585),182702.56656832129
POINT(-100.297226915569 28.6006224367361),206614.23217126689
POINT(-95.1059206273884 29.4203815048499),505424.49050635553
POINT(-97.0753274434467 32.7801699033986),304811.62691252481
POINT(-98.4496344778992 29.406181688094),116253.68073586593
POINT(-95.4613376907413 29.9144359503884),334861.86634307489
POINT(-99.7184541561465 32.4325664620722),475207.05788667809
POINT(-95.5532746927137 29.9228954574152),340459.58618963521
POINT(-97.1012810355511 31.4987125415082),585426.76141380833
POINT(-98.6253077273153 29.3512470393978),299557.80599906849
POINT(-96.5840412269344 33.0101629169118),455775.54471707169
POINT(-95.515957852476 29.9313816575934),317818.26596673729
POINT(-106.270758729896 31.6334388885381),212429.99023397345
POINT(-97.4070300322695 32.4757456204742),476112.14092184033
POINT(-94.5839794322092 32.5224468465432),258971.45741289953
POINT(-96.9101131680534 32.5346033044924),799600.59525300353
POINT(-95.2954049101934 29.6727441000948),243154.93239382145
POINT(-97.9143099674181 30.1985527076803),946956.81746030017
POINT(-98.6616747286852 29.697463568192),880388.72120499937
POINT(-95.5446407823874 29.6398840214009),409677.07920176513
POINT(-96.8377595291873 33.1116469850022),608578.45354182017
POINT(-97.1362130191106 32.8615179331209),902951.73303276929
POINT(-98.5011053326915 29.3737505465722),258119.85927379297
POINT(-96.6990604911649 33.0822349528917),334752.32206819329
POINT(-102.417914064292 31.8414547724814),354350.50505465857
POINT(-97.8263635461487 26.2530341005091),169751.39427299329
POINT(-97.0915790009497 31.5739927557502),348356.07781830657
POINT(-95.5180714799051 29.6028784859461),427193.31639273121
POINT(-95.6720939480375 29.871098515905),527923.75440656033
POINT(-101.810615342163 35.188616998825),391792.02251098753
POINT(-97.4772185294169 31.1084825842507),690041.08256411937
POINT(-98.7140316939705 29.4558843978858),439494.51016787905
POINT(-96.7403544646255 32.9077974060528),217545.80909226913
POINT(-97.2929387526854 32.861980589768),348463.49599423393
POINT(-98.6318749745113 29.4030434767545),178878.22868001345
POINT(-106.506425062262 31.8320273744199),428836.85123846721
POINT(-93.9854090379005 29.9524310585338),244453.79984042209
POINT(-95.8265550616537 32.5414922903929),378409.29885626241
POINT(-97.0610948009368 32.6922853403349),164884.75478254433
POINT(-98.4945768761289 29.5602626384507),284755.97942784865
POINT(-97.4847715335061 32.7585615469626),355597.62635957089
POINT(-95.9966067860461 32.6970397066125),185426.69152972961
POINT(-96.7910870290789 33.0796530119402),745164.73050701281
POINT(-95.3036273621811 29.9070743664654),248790.31775673825
POINT(-95.4566391516314 31.3063732474019),192349.46333283457
POINT(-93.9287039387951 29.9004610000083),143417.65937761057
POINT(-96.6706096652116 32.9457855729172),401305.01821891009
POINT(-98.6248864845177 29.5508030068891),347399.46539579489
POINT(-96.1777617319063 33.5989362448997),250161.32992096353
POINT(-96.6551734040492 32.7630086195156),211712.68364376161
POINT(-96.5896704661527 33.0134824111724),500579.04739096673
POINT(-95.4806747965777 29.6776369286866),239598.01757396737
POINT(-94.7286207020181 31.3217309480597),230073.70858229505
POINT(-95.7118932917603 29.8221540738723),578421.43851695873
POINT(-97.1092053433393 32.8592034316053),625377.38216288993
POINT(-97.4694142931249 28.4318318836527),181844.90635629281
POINT(-94.7573424875145 32.6778039564789),438153.23534332641
POINT(-98.134959918136 29.6555664526056),592278.46130272641
POINT(-97.1104389496042 32.6683375322393),441121.78439954465
POINT(-98.4112695307188 29.2100029374997),259119.02161494049
POINT(-98.5753922256935 29.5718101301033),463542.30182731809
POINT(-97.0310657360582 32.7044443148848),460374.53749108769
POINT(-98.2299980113946 26.102200162905),231899.46683338081
POINT(-97.7407119497812 32.4308874240063),206036.47293285377
POINT(-96.6980677482517 32.9168660129351),274075.98493819905
POINT(-96.7721932370964 33.2238740282766),569723.45781003265
POINT(-99.5043768246585 32.4066004745107),226628.55592942241
POINT(-95.2042464941963 29.7004337180172),344976.20320311969
POINT(-97.7587859169775 31.1061256845081),169178.54509232449
POINT(-97.2391231342459 32.6731828680662),337175.44957519841
POINT(-95.4907377514518 29.8265824786227),316106.20918204385
POINT(-94.9967663927798 29.5086027856599),198370.51185118849
POINT(-101.897473855766 33.4966632905866),460943.94722008705
POINT(-96.7427328350866 29.0649533159143),305219.20439520193
POINT(-97.0226713473885 32.6502475830979),453446.88819815009
POINT(-95.1124034087993 29.5605657422164),180574.38817024257
POINT(-99.4443701911457 27.5988177797478),347087.50489019969
POINT(-101.986392101723 33.7054239637216),456010.10938373697
POINT(-97.7046637114915 31.0790772015564),262374.22257923649
POINT(-95.7460579066562 30.23015403963),189446.51615340097
POINT(-98.7126943623168 29.6228477348785),534152.04006979137
POINT(-96.6662772935367 33.8909042419401),161462.06939817537
POINT(-97.7812702504149 32.9094941650361),269768.34859222593
POINT(-100.871165400757 29.3708280031835),211933.43032450273
POINT(-98.4987826277519 33.8869885461388),544963.27981341921
POINT(-97.346999342713 27.6598294552032),751631.95108414337
POINT(-96.8550520790433 32.8844179994406),664755.80316078977
POINT(-97.9503972209075 29.5730637418098),325777.57285390177
POINT(-95.5701780482997 29.8937900887719),606286.54967052129
POINT(-95.2958659293465 32.256244816252),549801.96478498657
POINT(-95.3008948291034 32.2876411221729),645391.83578795521
POINT(-106.376976557321 31.7455605628763),149428.30044114433
POINT(-96.1215789313364 33.1273494295293),146075.07539974977
POINT(-96.2947287354984 30.5712148096584),415237.78294256097
POINT(-94.0290663854085 29.9730081698461),443798.01383143553
POINT(-96.1636407733388 32.9247288799583),225492.34559707265
POINT(-96.5793334724827 32.7327159075557),481918.65963210881
POINT(-97.3411927343949 27.6992712735972),152994.23710101281
POINT(-99.4631372786194 27.4707426353276),169700.75576735169
POINT(-96.2981559047759 30.2390719466919),312457.18983226817
POINT(-97.0691957889533 33.1351492767679),527220.81523930561
POINT(-94.388165003638 29.8178558938692),220686.24177273249
POINT(-95.4389804909272 29.8228531424784),966186.00744890433
POINT(-97.82757832947 30.4713947327895),375620.42456581857
POINT(-99.4680537623988 27.4334364497534),185030.59510066561
POINT(-96.7948329057301 32.7920320159021),744299.70661907841
POINT(-101.859636753092 33.551794371164),256673.74727345185
POINT(-94.9386600037596 29.4534247128239),170997.10829335585
POINT(-98.6187689703021 29.3428389017109),294005.18914217985
POINT(-95.3427797217756 32.3575212373294),166145.50598012577
POINT(-96.8490789577631 32.8670153870953),247958.82972917409
POINT(-95.6238862967318 29.7524230595201),227816.22261493409
POINT(-96.7509006109662 32.8674224926538),156882.18134739937
POINT(-95.3790099244952 29.7343981740547),396918.80145627446
