h3,id,geom,value,severity_concat_joined_joined,event_concat_joined_joined,event_count_joined_joined,name_joined_joined_joined,event_type,event_exists
8926c864a43ffff,c6ed32c6-e0b6-43c3-bb74-02a8d9af4646,POINT(-96.8384770639111 32.8206859915399),342207.20811051218,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c821c4bffff,b5fd8797-7876-4313-b5ca-0f6d29721fea,POINT(-96.5301927560334 32.9648002610723),450918.426355169,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb92807ffff,c0bbb949-6b81-42ca-a219-c31601016475,POINT(-96.6156758299677 32.7789822373217),151441.0059601634,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c82f28bffff,7d0999fa-775b-490a-a7c6-748f8ec99c86,POINT(-96.5764328442349 32.8863333630919),502970.76860008144,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cbd4eabffff,de625d20-3ab7-4322-940e-59a0485732b3,POINT(-97.0235116090253 32.626890132438),581318.94497311325,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c864abbffff,b49149f8-3645-45e0-9a2e-6480ae915265,POINT(-96.8209155337975 32.8247624373482),295703.08750381618,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb980b3ffff,1c5ec1b8-e364-4610-aef1-90ca008ce0f0,POINT(-96.8586790442086 32.72434986659),149232.507115147,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb921d7ffff,8f0aadbe-4e79-466d-9a9d-504000e6ce89,POINT(-96.6395714466856 32.8261305228227),296786.08391071705,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb90d3bffff,4e2e42a5-15d6-4e7b-a99c-5541f0d9920b,POINT(-96.6236242047431 32.7278382949987),182133.69377539388,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86690bffff,47bbd798-0e0d-40ea-89fe-4de6e6135871,POINT(-96.7530906702937 32.8667975309288),169014.60943766794,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb99867ffff,91cace73-be64-4b30-9b38-7d6b20dbab43,POINT(-96.9068735933525 32.6579696986515),190808.78494840974,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb8a3d3ffff,eb7879ca-fb66-4067-b3e3-e3312865c12d,POINT(-96.8737596736424 32.6028601023401),463721.46659841936,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c866637ffff,9af5001e-13c0-429e-aad0-b84f781786a2,POINT(-96.8214460243697 32.9447705551714),191072.9525459205,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb90607ffff,168ea71c-c6a6-4363-94ad-47d38189ec1d,POINT(-96.7104035975475 32.7906870199403),253721.986649565,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c8285a3ffff,be51a5c7-13fd-4ad6-a95d-8958fd694222,POINT(-96.6269186240793 32.9478942980421),597943.14782669733,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c864c77ffff,a43ec2fc-f91b-4f10-be8d-b3b44d42c026,POINT(-96.7991774723034 32.8467758552113),1144504.3800071622,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb92bd3ffff,97099dbf-5b98-4402-8eee-13e6d5360e1e,POINT(-96.6276456121322 32.7664570405618),337444.1972566109,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb903cbffff,f4d5fe2a-9439-488e-8dc0-ed044c65154a,POINT(-96.7052047572743 32.7632176366237),202806.92083275228,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb8aacfffff,b6db4bef-45ef-4954-a22a-690efebe9991,POINT(-96.8575063557544 32.5579163520461),449880.8893754101,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb9ab73ffff,21af2ffc-0c54-46f5-817a-3053618e7d39,POINT(-96.8057326225407 32.6943136773164),138209.11799293378,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c864a8fffff,ccaefda1-8531-4b93-9c3c-68ffeec508c6,POINT(-96.8237680826714 32.8254665792291),231335.60496543793,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c82aa47ffff,2edc435e-482d-4f97-a7f0-ee580bbf56d4,POINT(-96.6233151527913 32.9294162587895),243316.32940366113,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86cc7bffff,322ab49c-2beb-4605-8e7a-e6218c1f7cd5,POINT(-96.9865958426766 32.7888874603927),462388.51601511479,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86ea03ffff,5ab233e0-58ce-4245-9f1a-37cd5ec89f11,POINT(-96.9741106925735 32.8184261570206),218952.44817020904,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb985dbffff,5190cd49-28d5-4f42-b1f1-9b4229ba5ebd,POINT(-96.8542543480168 32.738476474891),238704.38618764904,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c864453ffff,d16e8f4c-94ab-4a17-9f8f-913420aee92f,POINT(-96.8493503041183 32.9070792146958),565116.20899968874,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c874a73ffff,2ecc508f-8041-4e19-b056-854146622ffe,POINT(-96.8045333216909 32.9770022109921),909057.88974565675,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86d917ffff,c2449d94-907d-43b6-9080-115425867f39,POINT(-97.0298582704225 32.7590930418242),277169.07589726587,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c864257ffff,d1c94fc0-9b87-4a01-bc78-5a7de43d69eb,POINT(-96.8753122910131 32.873501890733),234401.22798493385,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb916cfffff,c9ece530-cf01-4a9f-88c9-c3f07ac41a33,POINT(-96.7914163179821 32.795648842748),547374.73902715952,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb98197ffff,42f83856-b38e-4f86-898e-450917d89891,POINT(-96.8413016066635 32.7142210107532),336720.44003128604,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c8649abffff,3d108d7c-b4c6-46be-8cc8-a4b6886befd1,POINT(-96.7743361038393 32.8123702682374),538121.483074523,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c828ab3ffff,ecd94f73-27b8-4675-8447-bf63d437b1f5,POINT(-96.6415192818208 32.8822721220511),303042.5509270301,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb8b0d3ffff,f5c9156f-092d-4e4b-bd60-d0af9723d32f,POINT(-96.9427724541451 32.6245733794378),400895.57635963417,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c865c93ffff,da88d295-7278-43d0-8cb9-8899763faef1,POINT(-96.865569911276 32.8625233360705),179426.00046550692,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb8b4abffff,8ed32835-9b1c-42cd-a050-557dfb35c33f,POINT(-96.9252327186563 32.6366561235389),664038.95954499824,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb8114bffff,e99d24e1-1b87-42ef-a2f8-e39e7fe0c15b,POINT(-96.7832084725783 32.5989641918145),410830.67403874703,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb9166bffff,a05150ac-3e8c-4a63-96ca-290d4d03a969,POINT(-96.7957261806209 32.7824476122014),422289.2041472366,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cbd6e2fffff,ba16f37a-7d8f-4ffc-82ee-4b1322fc1b1f,POINT(-96.9933156618112 32.6713051211345),386963.98765383917,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c864b2bffff,a47ebdcf-ea0a-4c4c-8214-130a45deccdb,POINT(-96.8055253219901 32.7980580806621),532387.90188762464,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb8b683ffff,cc0fc652-2fdc-4720-b6af-cd37b2e07627,POINT(-96.9536590343144 32.6367364765267),292897.19988794078,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86cc77ffff,06dda358-f6b1-4958-babc-be688a324d34,POINT(-96.9798205917026 32.7875839001556),489317.00015067682,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb9744bffff,9e17df71-76e9-47b3-a084-2f970da75995,POINT(-96.5902398624942 32.7502385074382),408666.47016786947,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb934d3ffff,c96a271e-c021-474f-b952-0b4ca9b35f9d,POINT(-96.7324611078798 32.8653313543203),522079.36552513449,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb90083ffff,c4f58b7d-e2a2-41ef-b8e2-bb83decbfb14,POINT(-96.6865191579996 32.7865120496229),206725.35223271351,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb9aea3ffff,a80ed579-4233-44c0-9645-6566fabd4ab6,POINT(-96.8095818352068 32.7370391624504),211566.72818054503,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb8a493ffff,cd9ab9b8-8b55-4591-ba6b-4035c3d822a4,POINT(-96.8555951795386 32.6498116035296),244290.93987766909,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb982c7ffff,7882f8ef-0b8f-4c1a-9a82-f5ec557fe177,POINT(-96.8967763092874 32.7197644833725),207917.88052974612,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c8296afffff,3d3aea7d-4b9d-48c8-85d7-1e4f144b2799,POINT(-96.7486379732311 32.9497372979349),456443.77076497127,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb91487ffff,1a8413dc-ce8b-4d92-917d-3f0f8e986b01,POINT(-96.7519959743029 32.8057579108761),138992.25634911557,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c8290afffff,1c3b421f-011c-4818-bb95-4758f53394d8,POINT(-96.725333437995 32.9346586274462),416704.6158428397,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cbd6427ffff,1db9455c-7656-4904-ae8e-3a6df7651819,POINT(-97.0048322522935 32.7315616284515),234979.42790450933,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86cd9bffff,966def2e-82f2-4fae-b638-15eaec807e0b,POINT(-96.9538556500147 32.790817158067),302650.67710695718,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb90093ffff,d06be14d-d2fe-49d8-9d3f-7ee511692b38,POINT(-96.6877780078013 32.7903906479458),284442.39834277472,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb8b307ffff,bb7fe88e-5650-4d92-b4dc-19ab70ee65d4,POINT(-96.9371737183556 32.5877985891774),233891.36390871913,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb999bbffff,28f5b7ef-3008-4644-adfe-037d7ed8a991,POINT(-96.8741479155688 32.6559347450167),102475.98402370536,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c875a6bffff,c0446d27-dc92-4252-84f7-1e8e21b92023,POINT(-96.8833885342451 32.9715024929086),474493.94380388636,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb9124bffff,d7e51a2e-7f11-452d-a6ce-6ca7ed265bce,POINT(-96.803538691728 32.7665575680336),248609.79447976817,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86e387ffff,276899ed-b767-4e0c-953d-d19618acf760,POINT(-96.9856484568023 32.8621569882494),263518.67398064525,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb8b0bbffff,cb11a982-3148-4b69-83b2-cb56e0e165be,POINT(-96.9283780776252 32.6143337670824),283600.16008033406,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c82b52bffff,a5d3930b-6706-48d8-bc6e-869d1f8b318e,POINT(-96.6777090546671 32.9914586152763),575048.83105648239,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c82945bffff,701c646e-89b4-462f-97b5-555cc2f01394,POINT(-96.7449898723846 32.9630583842128),202844.11976441144,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c866c23ffff,d61a30a9-d5a8-4597-b4a7-59643e617ec3,POINT(-96.7626643351506 32.8994898102713),658963.67816680367,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86442bffff,4d6b389b-82ec-4d93-b0ad-49be6a7641d2,POINT(-96.8354997117945 32.8974026644224),1368546.5789896299,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb98677ffff,ea9ca619-be1f-4200-89cc-dda45dbe7a32,POINT(-96.893760402553 32.7290184308856),242279.07516252779,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c864cabffff,3cd2a83e-ec50-4ab4-bba8-0b7f8c229c17,POINT(-96.795029599308 32.8516573173169),855194.46488442877,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb9ab67ffff,d47fd50f-d261-4e5b-8b62-9f0c230c1e7d,POINT(-96.8012846032082 32.6905570926867),139929.54224507531,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb9ac4fffff,2b477dc2-8c6a-4b37-b14e-45d1060cfad7,POINT(-96.805900502596 32.7421960716138),122368.80790144218,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c866c77ffff,fa1e57c1-d878-4fc2-934f-8a2017ebc572,POINT(-96.7656694778993 32.8999411678413),217752.80396102506,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb92b2fffff,04d43d63-a143-4c47-ae77-47b256ca2286,POINT(-96.6193163961299 32.7473547907303),212516.64614815329,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb8a84fffff,e719b936-2c9c-490b-a4e4-2e78c1c551b6,POINT(-96.8345468373222 32.5592140428),391621.79406402644,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb986c7ffff,2090fccd-c46e-4cf7-9ac8-eadf2a7aaaa3,POINT(-96.8928353986633 32.7408748545039),385486.95395153388,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb9423bffff,72773730-261a-4329-96af-ccd8def0fa67,POINT(-96.5642691276748 32.6614489754618),207192.16893830959,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb81617ffff,3b084027-b097-490a-8911-7cbb010f0b21,POINT(-96.8108683914675 32.6316692183077),254070.7353700602,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c8628bbffff,057ac703-f69b-4ec4-a2e3-1fd3bb1e0bf3,POINT(-96.9142209798039 32.9896958226455),888541.243946238,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c864907ffff,5afa9314-eaea-4fbc-ae4c-d01f47d8bc41,POINT(-96.7795379931128 32.8138708603226),496527.82162044523,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c866b4bffff,2b5de60c-6c92-4812-9133-0ea630748675,POINT(-96.787803088117 32.8608002083124),1644217.3549248201,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c829e07ffff,15727683-1860-4e18-9838-15d9971c4caa,POINT(-96.7150329223354 32.8992729310334),251567.812685667,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c82d053ffff,b34e6451-1011-47cf-8c78-cd99c228343f,POINT(-96.5958689963538 32.8387435044992),260243.329282258,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c82d223ffff,5ea3f004-06dd-4c79-9065-d443f4a32ca2,POINT(-96.6062516922415 32.8184743553513),414854.59325493569,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86cc83ffff,025fba19-344c-416c-8b61-4d15e1f5c4e5,POINT(-96.9730271733971 32.8039648658888),337508.71016170928,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb90237ffff,2b06afc7-4de7-4cfc-a0fe-4ee9700bd7cf,POINT(-96.7080446355448 32.7643970717819),188178.61252952006,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c864933ffff,c4248822-6ff2-46f6-b313-f46ec27ef26e,POINT(-96.7746360489538 32.8113327748293),194950.22652065713,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c82984bffff,df841436-eee1-4cf6-8136-676ffb000dac,POINT(-96.7105769449514 32.8827056336904),447740.58224477735,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cbd611bffff,6d183cb9-44bb-4912-9b6c-5c48376f15a4,POINT(-96.99858462712 32.7050736350802),332294.71905414906,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c828ea3ffff,195fe8e3-e69f-40be-ba26-283a24ba174b,POINT(-96.6367868178033 32.9014261470128),283612.75997917086,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c864ecfffff,2ae1cb25-da64-4349-b27d-e88d33262b70,POINT(-96.8325005255525 32.8484629416157),194952.81044809139,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c8642abffff,81ab9cb6-e6fe-48b3-8392-df92f765c8da,POINT(-96.8616857961946 32.8728946779447),181808.05867895344,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb91653ffff,67012d82-4e6c-49e0-9af9-a417ec186b75,POINT(-96.795328683242 32.7952631772487),648569.28991446819,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86ecdbffff,1333b1b7-d43c-4567-87ac-c668062b19eb,POINT(-96.9530431601492 32.8584250985873),283712.71030496625,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb914a3ffff,5bff7804-5703-4d46-87a8-482a4f251644,POINT(-96.7512693625174 32.7994742914407),206026.22460886289,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c82d553ffff,7b899c01-ab6e-4213-ac6a-06d099cbf758,POINT(-96.5709497932963 32.8447856843144),452680.3864730206,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb9326fffff,4e58315c-9994-4c09-a71c-a9b9e1a3f051,POINT(-96.7621041922864 32.8113743068919),364688.16994063742,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c874bc7ffff,c77b2a70-9c17-49f7-87e7-ff0313e839bd,POINT(-96.7829753539153 32.9744447170981),635939.507072269,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb92c0bffff,e4c683ab-6140-46ce-9790-845112268396,POINT(-96.618543189046 32.8028294547296),261964.41979424248,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86e53bffff,5fcfc408-6d8e-4475-8044-925f802356ed,POINT(-96.9585338924584 32.8817116359588),409168.70967530162,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c829cc7ffff,ec49c836-8a04-4c85-b22e-7170ade48ee8,POINT(-96.6957014929474 32.9149143972638),334009.14331199927,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb9a86bffff,a902abbe-f253-492b-a7dd-4985dafc4e45,POINT(-96.8042125553824 32.7132731072905),134981.68495869107,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c821273ffff,0973c31d-e83d-47d1-88de-cd6a7d89fad9,POINT(-96.5890300605146 32.9834390885526),361081.23589497234,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86450fffff,76ade335-0f3d-4719-9fd9-3f185eaeb852,POINT(-96.8182435959349 32.8879740125276),1226186.6574797293,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c875b03ffff,693d345d-4f77-4202-8a9b-4ba1af103ff5,POINT(-96.8533306689817 32.9656804948702),186508.25862530357,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c864bafffff,2628fd60-3d29-4963-8502-e2092cad3b87,POINT(-96.7970378731651 32.8032147396959),800189.43064819986,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb885cbffff,507c4d1a-a8b7-43f3-b191-c212a94d5bf6,POINT(-96.8803984645172 32.5761829835908),653748.18499339127,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb8b687ffff,72a7facd-f024-4970-8364-d32b1a21b916,POINT(-96.9517053090508 32.633904982158),291746.92552777531,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c860b73ffff,f71d8d9f-0e86-4b54-b7ef-a133ad1a89d2,POINT(-96.9636327061704 32.9051415856793),244317.9265204719,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86cba7ffff,b3843391-7b00-49b3-b788-6dd520de12c3,POINT(-96.9732390474426 32.7464154323191),319160.0373408813,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb932c3ffff,1331f3ff-4dc1-493a-8b2f-0d97316e0f22,POINT(-96.7610816059227 32.8297846516223),1343957.5045156069,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c829c4bffff,d67dfae7-9358-4a0d-a9df-9d3c657bfdb7,POINT(-96.7084869223394 32.9073574871433),142086.6241450544,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c8672bbffff,b96bbb09-3b3c-4987-bc0a-c1c8262bc84e,POINT(-96.8998869159328 32.9277321915127),283987.56263911322,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c829c8fffff,c53f8ef9-f6d1-481a-b099-9b7f16328034,POINT(-96.6884906149967 32.911672304922),182686.82321708836,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86c4b7ffff,81a1e86b-8f0a-4f86-97cb-a61042a9f382,POINT(-97.003643608777 32.8482191939931),649723.47951941972,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb9322bffff,3e4b6ee2-0c63-4064-9237-0c81cea830b4,POINT(-96.7538458248997 32.8133200062703),351582.4944526137,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cbd6c43ffff,0a561024-ef8b-41a3-9ace-06a9e4a7f345,POINT(-96.9820121036063 32.6881233467768),427963.00589520024,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86e57bffff,6d91393e-2e62-497d-b183-83a7601f58cb,POINT(-96.9710889988655 32.8803955940084),573960.88036834833,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c82ad17ffff,baa9835f-19e7-43d3-ab0b-2a83a3496ac4,POINT(-96.5613148574349 32.9502211149281),526431.730566551,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c828d1bffff,d54166fa-06ec-4c47-8c4d-3e3ee39cb96e,POINT(-96.6023463218847 32.8964687557968),339760.45042888331,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c8673abffff,17c72eed-bce5-4123-82f9-571a563361bf,POINT(-96.8790375161289 32.9104104499663),369128.14935119147,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb91697ffff,ea0720d8-aa97-4a98-bbfb-0283171248d0,POINT(-96.7780199524474 32.8024316184191),162142.35401370388,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb97593ffff,50a3b124-7867-4198-8306-621c3dfd0abe,POINT(-96.5500698581738 32.7477703858915),417787.15295336291,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb984afffff,c8aaa61a-40c2-4ca2-944e-cbb67e5a9048,POINT(-96.8579239689393 32.7409481183903),382387.88342702255,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86712bffff,4619008a-7d36-4d2f-a830-9ca508471e94,POINT(-96.8592730079214 32.9130849705727),193066.37474337823,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c828c4fffff,ed20e975-b9df-44c6-95a6-48362d7658a5,POINT(-96.6312212515083 32.9051833729308),236984.16034568581,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c829e47ffff,16f1ddda-8e6d-47ef-9745-8cc583b285f7,POINT(-96.7255645663433 32.8979676854688),235808.69964188058,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86624fffff,a975e4fe-0196-400e-8dbc-e8bcc34e8699,POINT(-96.8467911625425 32.9247513265902),323859.04682510806,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c8293b7ffff,fa127e92-bcb9-441c-9a7f-d311856e6009,POINT(-96.7281529939947 32.9169622097358),188683.84278463505,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb9a92fffff,19b15c2e-c884-45d0-a8a0-91ad070256ff,POINT(-96.7705157523822 32.6981154969891),121397.21169965359,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c828257ffff,b2221a41-f6f7-4b24-b02b-148186ef92cc,POINT(-96.6952397472472 32.9326419790229),231653.1273760543,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c8283d7ffff,fb43855c-b337-420c-81b7-d6422e3d246f,POINT(-96.6707516052857 32.9255238003624),225854.82368843691,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb91d6bffff,23dcdca0-073b-46f1-89ed-723ca5cf9b66,POINT(-96.7076472119725 32.723246425354),207753.99489705433,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb895d7ffff,6cf752ce-36b7-4e38-b603-277dee1d2f88,POINT(-96.9457636310507 32.5748738787451),310350.77853880433,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c864813ffff,282d0fef-72b6-459e-802d-88d57e076cd9,POINT(-96.8045310065681 32.8319769239892),1399311.7572623526,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c829b03ffff,31ce7cd9-eeaa-4dc5-a6b2-17e0421053cd,POINT(-96.7034096061523 32.861833514615),276711.67424763786,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb98317ffff,ce1d5b39-4aef-4731-9e93-224b1fa378d3,POINT(-96.8711762718557 32.6992742395354),420163.51002375886,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c829ed7ffff,b554d1e5-fb47-4503-a88c-2da720340894,POINT(-96.7220461924167 32.9080503995257),166281.4800625777,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb99527ffff,e5aa8a5c-f5fe-462b-bb8d-f54d5b07f716,POINT(-96.9086997892679 32.7192757327093),232002.42489915164,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb90283ffff,a0109f7d-4801-4320-97b3-acc3f04e9f56,POINT(-96.7127421438205 32.7785739853767),190370.25505349491,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c828293ffff,bf9b7907-c87c-4a8e-b6f2-adf8a5debd05,POINT(-96.6839386584009 32.9413986450166),261352.84820995698,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb91ed7ffff,37d8dbe7-495b-408d-a930-69b71d8d5548,POINT(-96.7472347525667 32.7468829840151),367516.07551421173,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c8293b3ffff,8a6dc4c5-d75d-44c9-b7d4-a57f4c426351,POINT(-96.7288996779884 32.9169037871048),186834.07686383856,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb91477ffff,c9926ddb-00ed-4760-bdc8-572416863348,POINT(-96.7615573129707 32.791899621921),416571.89440704277,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c86640fffff,0bb9a2e9-909a-477e-b21e-f44d41730d8b,POINT(-96.8058297427473 32.95503226768),385854.01515540096,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb92e5bffff,f5fc86b2-89c2-40af-9d4b-3c5d307b9590,POINT(-96.6528856460826 32.7960462548119),239137.3156097547,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926cb81033ffff,3944d84d-cbde-442d-95fc-e3caedefe505,POINT(-96.7843656815286 32.6106516192468),304169.55746987229,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
8926c864b9bffff,89be1884-c31e-4322-8872-2b51a5cce409,POINT(-96.8053557349732 32.8162621707605),684855.72418987844,Severe,Flood Warning,1,Dallas,Flood Warning,Live alert
